Class	Species	UMAP1	UMAP2
DNA virus	Sugarcane bacilliform IM virus :Badnavirus gammasacchari:dsDNA-RT::GCF_000838945.1	-2.9438504623315	-0.951235581228569
DNA virus	Camelpox virus :Camelpox virus:dsDNA::GCF_000839105.1	-5.30945758325466	-2.8924958393379
DNA virus	Cowpox virus :Cowpox virus:dsDNA::GCF_000839185.1	-5.31909418007233	-2.8944790228624
DNA virus	Tomato golden mottle virus :Tomato golden mottle virus:ssDNA(+/-):Solanum lycopersicum:GCF_000839225.1	1.21127275511661	3.9703738163051
DNA virus	Squash yellow mild mottle virus :Squash yellow mild mottle virus:ssDNA(+/-):Cucurbita:GCF_000839245.1	0.911452417293708	3.64469752009016
DNA virus	Tomato leaf curl Bangalore virus :Tomato leaf curl Bangalore virus:ssDNA(+/-)::GCF_000839265.1	1.05920319502884	4.89264091135423
DNA virus	Potato yellow mosaic Panama virus :Potato yellow mosaic Panama virus:ssDNA(+/-)::GCF_000839305.1	1.42383517300807	4.2289645698436
DNA virus	Ictalurid herpesvirus 1 :Ictavirus ictaluridallo1:dsDNA:Ictalurus punctatus:GCF_000839325.1	3.05289029588334	-2.14071446558378
DNA virus	Petunia vein clearing virus :Petuvirus venapetuniae:dsDNA-RT:Petunia:GCF_000839385.1	-3.37450211497462	-0.480268828857999
DNA virus	Porcine parvovirus :Protoparvovirus ungulate1:ssDNA(+/-)::GCF_000839485.1	-4.84494801623514	-1.53595563623277
DNA virus	Pepper huasteco yellow vein virus :Pepper huasteco yellow vein virus:ssDNA(+/-)::GCF_000839505.1	0.876715204873525	4.02666294879376
DNA virus	Chloris striate mosaic virus :Chloris striate mosaic virus:ssDNA(+/-)::GCF_000839545.1	1.84163829066916	-0.672769701017273
DNA virus	Tomato golden mosaic virus :Tomato golden mosaic virus:ssDNA(+/-)::GCF_000839565.1	1.17251714073773	3.97346303478637
DNA virus	Panicum streak virus :Panicum streak virus:ssDNA(+/-)::GCF_000839585.1	2.52334292584559	1.00028443515918
DNA virus	Lymphocystis disease virus 1 :Lymphocystis disease virus 1:dsDNA::GCF_000839605.1	-4.57780406833752	-3.06210254319207
DNA virus	Human parvovirus B19 :Erythroparvovirus primate1:ssDNA(+/-)::GCF_000839645.1	-3.26004385332645	-2.89175465605786
DNA virus	Goose parvovirus :Dependoparvovirus anseriform1:ssDNA(+/-):Anser anser:GCF_000839685.1	-2.73779532123762	-0.52287505802432
DNA virus	Meleagrid alphaherpesvirus 1 :Mardivirus meleagridalpha1:dsDNA:Meleagris gallopavo:GCF_000839725.1	-0.308783492076176	0.697724661315306
DNA virus	Bovine gammaherpesvirus 4 :Rhadinovirus bovinegamma4:dsDNA::GCF_000839745.1	-2.13573559179734	-0.387235650617828
DNA virus	Cotton leaf curl Multan virus :Cotton leaf curl Multan virus:ssDNA(+/-)::GCF_000839845.1	1.45075411763274	5.26065409170783
DNA virus	Swinepox virus :Swinepox virus:dsDNA::GCF_000839965.1	-5.18126629439359	-2.96319269773027
DNA virus	Bean calico mosaic virus :Bean calico mosaic virus:ssDNA(+/-)::GCF_000840005.1	0.907097261090237	3.82070326895052
DNA virus	Tobacco yellow dwarf virus :Tobacco yellow dwarf virus:ssDNA(+/-)::GCF_000840085.1	-0.168064569672925	1.1307019524381
DNA virus	Tomato leaf curl Taiwan virus :Tomato leaf curl Taiwan virus:ssDNA(+/-)::GCF_000840145.1	0.929336163129016	4.81470006643479
DNA virus	Tomato leaf curl Karnataka virus :Tomato leaf curl Karnataka virus:ssDNA(+/-)::GCF_000840185.1	1.0296904392946	5.36916579417967
DNA virus	Sheeppox virus :Sheeppox virus:dsDNA:Ovis aries:GCF_000840205.1	-5.22886957704863	-2.80853676750166
DNA virus	Bean golden yellow mosaic virus :Bean golden yellow mosaic virus:ssDNA(+/-)::GCF_000840225.1	0.852640797818246	3.88624021640242
DNA virus	Woodchuck hepatitis virus :Woodchuck hepatitis virus:dsDNA-RT::GCF_000840285.1	-0.99599869874703	0.492135834701687
DNA virus	Cotton leaf curl Kokhran virus :Cotton leaf curl Kokhran virus:ssDNA(+/-)::GCF_000840425.1	0.979037240697748	5.38030248562728
DNA virus	Tomato leaf curl Bangladesh virus :Tomato leaf curl Bangladesh virus:ssDNA(+/-)::GCF_000840445.1	0.979027680141381	5.34636722884283
DNA virus	Rhynchosia golden mosaic virus :Rhynchosia golden mosaic virus:ssDNA(+/-)::GCF_000840505.1	0.917245845141217	3.89663583186082
DNA virus	Tomato leaf curl Philippines virus :Tomato leaf curl Philippines virus:ssDNA(+/-)::GCF_000840685.1	1.11648571450028	5.46022900936826
DNA virus	Psittacid alphaherpesvirus 1 :Iltovirus psittacidalpha1:dsDNA:Amazona oratrix:GCF_000840765.1	3.05334640094765	-2.34320098853726
DNA virus	Lambdapapillomavirus 2 :Lambdapapillomavirus 2:dsDNA::GCF_000840825.1	-2.62962001244581	-2.76854449024236
DNA virus	Sida micrantha mosaic virus :Sida micrantha mosaic virus:ssDNA(+/-)::GCF_000840905.1	2.10661794961354	4.13423029663969
DNA virus	Pepper yellow vein Mali virus :Pepper yellow vein Mali virus:ssDNA(+/-)::GCF_000840925.1	1.08726663786795	4.95020098805921
DNA virus	Horsegram yellow mosaic virus :Horsegram yellow mosaic virus:ssDNA(+/-):Macrotyloma uniflorum:GCF_000840965.1	0.595985938561098	3.40907439679369
DNA virus	Tomato yellow leaf curl Kanchanaburi virus :Tomato yellow leaf curl Kanchanaburi virus:ssDNA(+/-)::GCF_000840985.1	-2.45740921830342	0.270717780144265
DNA virus	Papaya leaf curl virus :Papaya leaf curl virus:ssDNA(+/-)::GCF_000841085.1	0.986351541911428	5.32664469275898
DNA virus	Tomato leaf curl Gujarat virus :Tomato leaf curl Gujarat virus:ssDNA(+/-)::GCF_000841205.1	0.981168179122493	4.51904397062043
DNA virus	Cotton leaf curl Multan virus :Cotton leaf curl Multan virus:ssDNA(+/-)::GCF_000841225.1	1.68992357258054	5.0082534072839
DNA virus	Chilli leaf curl virus :Chilli leaf curl virus:ssDNA(+/-)::GCF_000841265.1	0.89627402927676	5.20639632409876
DNA virus	Sida mottle virus :Sida mottle virus:ssDNA(+/-)::GCF_000841285.1	1.96931420422235	4.03211372685071
DNA virus	Tomato leaf curl Sri Lanka virus :Tomato leaf curl Sri Lanka virus:ssDNA(+/-):Solanum lycopersicum:GCF_000841305.1	0.957065382845916	4.57742430954261
DNA virus	Tomato curly stunt virus :Tomato curly stunt virus:ssDNA(+/-)::GCF_000841345.1	1.22157579710451	4.8376488409129
DNA virus	Canarypox virus :Canarypox virus:dsDNA::GCF_000841685.1	-5.05096216937161	-2.97199220232786
DNA virus	Tomato leaf curl Mali virus :Tomato leaf curl Mali virus:ssDNA(+/-)::GCF_000841705.1	1.16876546266849	4.93653849393813
DNA virus	Tomato mosaic leaf curl virus :Tomato mosaic leaf curl virus:ssDNA(+/-):Solanum lycopersicum:GCF_000841785.1	1.04360834439129	3.83713489892917
DNA virus	Bean golden mosaic virus :Bean golden mosaic virus:ssDNA(+/-)::GCF_000841845.1	0.88633715175257	3.8198190437532
DNA virus	Ectromelia virus :Ectromelia virus:dsDNA::GCF_000841905.1	-5.30088429910924	-2.88260775399675
DNA virus	Epsilonpapillomavirus 1 :Epsilonpapillomavirus 1:dsDNA::GCF_000841945.1	-2.61856608785	-2.74999258144533
DNA virus	Human erythrovirus V9 :Human erythrovirus V9:ssDNA(+/-):Homo sapiens:GCF_000841965.1	-3.09069223836351	-2.86110154708003
DNA virus	Badnavirus maculakalanchoes :Badnavirus maculakalanchoes:dsDNA-RT:Kalanchoe blossfeldiana:GCF_000842025.1	0.519037790951556	-0.569526496898976
DNA virus	Cotton leaf curl Alabad virus :Cotton leaf curl Alabad virus:ssDNA(+/-)::GCF_000842045.1	1.70089311663916	5.04942612502543
DNA virus	Sweet potato leaf curl Georgia virus :Sweet potato leaf curl Georgia virus:ssDNA(+/-)::GCF_000842125.1	0.0591824960365836	5.00012638172617
DNA virus	Bovine alphaherpesvirus 5 :Varicellovirus bovinealpha5:dsDNA::GCF_000842385.2	3.76320152614129	-3.17965633616136
DNA virus	Tomato leaf curl China virus :Tomato leaf curl China virus:ssDNA(+/-):Solanum lycopersicum:GCF_000842525.1	1.03481919558016	4.87593125634146
DNA virus	Tomato chino La Paz virus :Tomato chino La Paz virus:ssDNA(+/-)::GCF_000842645.1	1.71408634647635	4.51483659623338
DNA virus	Tomato leaf curl Sudan virus :Tomato leaf curl Sudan virus:ssDNA(+/-)::GCF_000842665.1	1.23363301863852	5.24559372424598
DNA virus	Pepper golden mosaic virus :Pepper golden mosaic virus:ssDNA(+/-)::GCF_000842765.1	1.01212870565871	4.01857968780847
DNA virus	Tomato leaf curl Vietnam virus :Tomato leaf curl Vietnam virus:ssDNA(+/-)::GCF_000842785.1	1.06278829919151	4.9815650935108
DNA virus	Pepper leaf curl Bangladesh virus :Pepper leaf curl Bangladesh virus:ssDNA(+/-)::GCF_000842805.1	0.916692197206633	4.84087420183633
DNA virus	Tomato yellow leaf curl Malaga virus :Tomato yellow leaf curl Malaga virus:ssDNA(+/-)::GCF_000842905.1	1.11605090290117	5.02274847582235
DNA virus	Tomato leaf curl New Delhi virus :Tomato leaf curl New Delhi virus:ssDNA(+/-):Solanum lycopersicum:GCF_000842925.1	0.75155370159843	3.41914461186834
DNA virus	Potato yellow mosaic Trinidad virus :Potato yellow mosaic Trinidad virus:ssDNA(+/-):Solanum lycopersicum:GCF_000842985.1	1.85730850905346	4.10841012076727
DNA virus	Sugarcane streak Reunion virus :Sugarcane streak Reunion virus:ssDNA(+/-)::GCF_000843205.1	2.01400267306807	0.94378744048961
DNA virus	Callitrichine gammaherpesvirus 3 :Lymphocryptovirus callitrichinegamma3:dsDNA:Callithrix jacchus:GCF_000843305.1	-0.0279095563219841	-0.58666348619115
DNA virus	Molluscum contagiosum virus subtype 1 :Molluscum contagiosum virus:dsDNA::GCF_000843325.1	3.70449033120739	-3.10963550528798
DNA virus	Beet curly top virus :Beet curly top virus:ssDNA(+/-)::GCF_000843505.1	-3.34716636790704	0.0192304003323992
DNA virus	Tomato yellow margin leaf curl virus :Tomato yellow margin leaf curl virus:ssDNA(+/-):Solanum lycopersicum:GCF_000843525.4	1.04193237968139	4.00768112190028
DNA virus	Squash leaf curl Philippines virus :Squash leaf curl Philippines virus:ssDNA(+/-):Cucurbita moschata:GCF_000843565.1	0.615945181554144	3.22580282797984
DNA virus	Myxoma virus :Myxoma virus:dsDNA::GCF_000843685.1	-0.0285756548922933	0.643718354662914
DNA virus	Tobacco leaf curl Kochi virus :Tobacco leaf curl Kochi virus:ssDNA(+/-):Solanum lycopersicum:GCF_000843705.1	0.996664416672324	4.97506858287536
DNA virus	Panine betaherpesvirus 2 :Cytomegalovirus paninebeta2:dsDNA:Pan troglodytes:GCF_000843725.1	3.49766583756436	-2.89669464409511
DNA virus	Suid alphaherpesvirus 1 :Varicellovirus suidalpha1:dsDNA:Sus scrofa:GCF_000843825.1	3.76968758840752	-3.18589301566584
DNA virus	Columbid circovirus :Circovirus pigeon:ssDNA(+/-):Columbidae:GCF_000843885.1	2.66497119492917	-1.84831378273501
DNA virus	Equid gammaherpesvirus 2 :Percavirus equidgamma2:dsDNA:Equus caballus:GCF_000843985.2	3.31107595813987	-2.02378567723761
